Algorithm,Instance,Initial_Score,Score,Number_of_Evaluations,Number_of_Performed_Moves,Number_of_Best_Solution_Updates,Solution,Optimal_Score,Optimal_Solution
simulatedAnnealing,chr22a,17492,7206,8353,1836,0,20 13 14 17 6 10 4 1 7 3 15 21 8 18 16 19 11 12 5 9 0 2 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,14696,7214,8410,1917,0,14 15 20 21 9 6 19 17 7 4 3 1 10 2 18 5 13 11 16 12 8 0 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,16346,7222,8239,2081,0,0 1 21 17 10 14 2 19 7 18 6 20 15 3 4 5 9 8 12 11 13 16 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,13838,7234,8480,1974,0,8 10 18 17 1 13 6 11 5 20 2 21 4 15 14 16 9 19 3 12 7 0 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,13610,7258,8317,1828,0,1 14 21 2 0 15 7 19 10 20 11 3 6 8 13 16 9 12 17 18 4 5 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,18800,7264,8293,2249,0,4 1 15 13 10 6 0 17 19 20 18 16 8 5 14 11 7 9 12 2 21 3 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,18362,7266,8520,2080,0,1 18 2 6 7 4 0 19 3 17 14 10 15 5 8 20 11 9 16 12 21 13 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,13680,7274,8344,1748,0,13 10 3 4 20 8 18 19 12 15 17 7 21 0 6 5 14 11 1 9 2 16 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr22a,20554,7298,8709,2255,0,6 16 20 1 10 4 3 9 17 15 8 18 13 11 19 14 5 21 12 0 2 7 	,6156,"15 2 21 8 16 1 7 18 14 13 5 17 6 11 3 4 20 19 9 22 10 12 
"
simulatedAnnealing,chr20c,99710,14810,7866,1747,0,11 5 8 6 1 9 15 3 16 17 2 12 14 4 13 18 19 0 7 10 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,128106,15456,7772,1436,0,11 5 8 9 1 10 15 3 14 17 6 12 2 4 13 16 18 0 7 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,129292,15456,7841,2737,0,11 5 8 9 1 10 15 3 14 17 6 12 2 4 13 16 18 0 7 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,118606,16294,7934,1782,0,9 2 7 16 11 17 5 8 18 3 0 10 6 1 19 13 14 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,76572,17164,8007,1725,0,17 0 16 7 18 9 6 3 5 8 2 12 14 4 13 1 19 10 11 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,124994,17560,7804,1187,0,8 11 2 1 10 9 6 17 7 3 16 0 14 18 19 13 5 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,117470,18002,7693,2205,0,7 17 10 19 15 6 14 3 2 11 18 12 16 4 13 9 8 5 1 0 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,87176,18278,7777,1909,0,2 19 8 6 9 1 14 17 16 3 11 0 10 7 18 13 5 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,131970,18376,7941,2066,0,12 7 10 15 3 6 4 9 13 11 18 2 14 16 17 8 0 5 1 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,119664,18416,7773,1766,0,8 10 0 1 11 17 19 9 18 3 7 2 6 16 14 13 5 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,99638,18472,7850,1749,0,11 1 19 6 8 17 10 9 18 3 0 2 14 16 7 13 5 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,123196,19354,7790,2083,0,18 6 1 13 17 8 0 3 19 9 10 12 15 4 5 16 7 2 11 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,85696,19382,7890,1636,0,11 5 8 0 1 9 10 3 16 7 2 4 18 13 14 19 15 12 17 6 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,107378,19486,7819,1830,0,7 12 15 19 17 1 18 3 10 11 16 4 2 13 14 8 0 5 9 6 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,90238,19876,7853,1827,0,9 2 4 16 11 3 6 8 13 17 12 10 14 1 15 18 19 0 7 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,124440,20344,7773,1518,0,3 4 5 13 12 11 15 2 8 17 1 9 14 19 6 16 18 0 7 10 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,114408,20836,7758,1513,0,10 8 5 1 6 11 18 7 13 9 0 12 4 19 15 17 3 2 16 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,120296,21232,7857,2769,0,3 12 13 4 5 18 15 9 1 17 6 2 14 11 8 16 19 0 7 10 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,106580,21250,7776,1937,0,6 18 11 2 10 5 8 17 19 3 13 0 14 7 16 9 1 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,87864,21622,7900,1888,0,1 8 10 16 11 6 0 3 2 7 18 4 14 13 5 19 9 12 17 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,139002,21678,7895,1502,0,3 4 9 13 12 11 18 7 6 8 5 17 14 19 15 0 2 10 1 16 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,101858,21818,7727,2110,0,9 2 7 16 3 17 13 11 18 10 0 5 15 1 19 4 14 8 6 12 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,105852,21828,7877,1818,0,3 13 0 5 12 17 15 10 18 9 7 6 19 1 4 16 8 2 11 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,107834,21900,7721,2022,0,9 2 8 16 11 10 1 13 4 17 6 3 12 5 15 18 19 0 7 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,131598,22082,7859,1542,0,6 18 4 2 10 3 15 8 5 17 12 11 13 1 9 16 19 0 7 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,111406,22850,7861,1922,0,6 10 7 2 11 17 8 16 19 3 0 9 18 1 4 5 14 12 13 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,85584,22934,7665,1276,0,3 12 17 4 13 19 15 9 18 11 7 2 10 16 14 8 0 5 1 6 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,92986,23100,7796,1780,0,0 17 6 15 12 11 10 3 19 9 1 4 18 13 5 8 7 2 16 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,109824,23198,7830,1536,0,17 0 10 7 18 8 6 4 19 9 1 3 15 16 12 5 14 2 11 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,105848,23352,7807,1583,0,8 10 0 19 11 12 6 16 15 3 7 9 2 17 18 5 1 4 13 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,123074,23358,7657,1695,0,17 0 16 19 7 4 15 9 18 10 3 2 13 11 5 1 14 8 6 12 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,119886,23370,7900,1622,0,2 9 0 19 12 11 7 3 6 1 5 4 17 13 14 10 15 8 16 18 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,114516,23426,7799,1657,0,6 10 18 2 13 17 15 3 7 11 0 12 16 4 14 9 8 5 1 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,112506,23656,7767,1890,0,7 12 8 19 9 1 2 17 10 3 11 0 6 16 18 5 14 4 13 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,128038,23698,7668,1776,0,1 10 0 15 16 17 2 11 18 3 7 5 19 8 6 13 9 12 4 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,97714,23880,7764,1919,0,8 11 0 19 10 17 6 12 18 3 16 7 2 1 15 5 9 4 13 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,75932,23944,8033,2113,0,9 2 16 17 8 4 19 11 18 12 10 5 13 1 6 0 15 3 7 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,110662,24168,7895,1547,0,16 9 5 1 4 11 10 3 6 17 8 12 15 13 14 18 19 0 7 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,129418,24200,7666,2313,0,17 0 16 19 7 1 15 9 18 10 12 2 13 11 3 4 14 8 6 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,77162,24254,7761,1492,0,17 0 16 7 19 1 2 3 15 10 11 12 18 13 9 4 14 8 6 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,126872,24370,7710,1678,0,3 4 9 5 14 11 16 7 8 6 1 12 15 17 19 2 0 10 18 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,126750,24426,7839,2062,0,17 16 7 18 0 12 11 2 15 10 3 9 13 19 6 4 14 8 1 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,118286,24582,7805,1490,0,10 8 5 1 6 11 18 0 13 9 19 17 4 12 15 3 7 2 16 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,130188,24724,7875,2091,0,8 11 13 1 10 3 6 7 5 17 4 12 14 19 15 9 18 0 16 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,128054,24786,7840,1655,0,4 3 12 16 10 0 8 6 15 11 17 18 14 2 7 1 19 5 9 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,103310,24892,7748,1522,0,9 2 13 16 8 18 15 1 4 17 6 11 14 10 12 19 3 0 7 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,120548,24918,7786,1869,0,8 10 0 19 11 2 5 16 6 3 9 1 7 17 18 13 14 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,115256,24938,7778,2013,0,16 1 4 17 18 3 6 11 15 9 12 5 10 0 19 7 14 2 8 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,92120,24958,7739,2328,0,4 3 16 12 18 9 17 11 7 8 2 5 13 0 6 19 15 10 1 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,100440,25020,7863,1454,0,9 16 5 8 3 11 4 7 19 6 1 12 14 17 15 2 0 10 18 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,93978,25062,7658,1233,0,3 12 5 13 4 11 10 16 6 19 1 9 15 18 14 7 17 2 8 0 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,135618,25108,7788,1298,0,1 10 15 12 16 13 4 9 18 11 3 2 14 17 7 0 6 5 8 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,131902,25336,7838,2176,0,8 10 19 11 1 2 13 16 6 12 0 9 14 17 18 15 4 3 7 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,84204,25556,7866,1659,0,5 11 12 13 3 0 4 1 15 17 2 8 14 16 10 18 19 7 9 6 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,107396,25746,7924,1731,0,17 18 7 10 16 12 4 11 15 2 3 5 13 1 8 19 6 9 0 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,118200,25858,7580,1206,0,9 2 7 5 17 12 19 10 0 1 3 8 14 6 4 15 18 11 16 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,99178,25950,7837,1988,0,11 5 0 19 9 12 2 16 7 10 3 1 13 17 18 4 14 8 6 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,94692,26100,7741,1652,0,6 18 9 2 10 11 14 12 13 0 5 3 16 7 1 15 19 17 8 4 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,88292,26184,7807,1518,0,9 2 0 16 11 17 1 19 10 3 18 8 6 7 5 13 14 12 4 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,105672,26308,7789,1870,0,11 5 13 9 6 3 18 7 14 8 4 12 16 17 15 19 0 10 1 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,111882,26490,7680,2252,0,9 2 7 16 17 12 19 10 0 1 3 6 5 4 14 15 18 11 8 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,102136,26688,7855,2093,0,8 9 0 19 1 17 14 12 5 6 16 3 4 7 15 2 11 10 18 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,98880,26798,7585,1407,0,1 8 10 12 15 6 14 17 2 11 18 7 4 16 3 0 19 5 9 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,135030,26998,7961,2151,0,7 19 6 15 12 11 3 0 13 16 5 17 10 2 8 4 18 9 1 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,75110,27088,7782,1474,0,3 5 4 14 9 18 2 1 13 17 6 11 15 8 12 16 19 0 7 10 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,128376,27450,7734,2108,0,18 6 13 17 16 3 9 8 5 12 4 10 19 11 1 0 2 7 15 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,106840,27482,8007,2015,0,0 11 12 15 2 3 9 17 13 10 4 7 19 16 18 1 14 8 6 5 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,131180,27682,7907,1579,0,8 11 19 1 10 2 4 15 6 9 0 7 18 12 13 3 5 16 17 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,124646,27688,7798,2340,0,7 12 9 15 17 2 16 3 19 6 0 4 8 5 1 11 13 10 18 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,91620,27760,7735,1398,0,11 5 19 8 0 17 2 12 18 3 16 7 6 1 10 9 14 4 13 15 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,106304,27946,7905,1344,0,7 17 9 15 12 2 1 3 19 6 0 4 16 5 14 11 13 10 18 8 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,117890,28076,7821,1641,0,1 11 16 10 3 9 4 17 8 7 2 0 13 18 5 15 6 12 19 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,123462,28292,7744,1803,0,17 0 7 19 9 12 14 11 15 4 1 5 13 8 6 10 18 3 16 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,115650,28368,7686,1562,0,9 11 8 7 2 1 0 3 15 18 10 12 14 4 5 16 13 6 17 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,131926,28370,7879,1999,0,3 12 9 4 13 17 5 1 19 6 16 11 14 8 15 2 7 10 18 0 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,87834,28442,7699,1463,0,10 4 6 12 8 18 2 11 13 17 16 5 15 1 9 19 3 0 7 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,126934,28684,7933,1723,0,18 6 19 4 16 17 14 12 10 11 0 3 2 7 15 1 8 5 9 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,130386,28708,7743,1689,0,3 4 14 5 13 10 18 9 6 12 8 11 19 16 17 15 0 7 1 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,102664,28794,7832,2019,0,6 10 7 11 2 9 0 3 19 16 8 12 15 13 5 4 18 1 17 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,116244,29116,7878,1749,0,9 8 2 5 3 0 13 12 15 17 11 7 14 1 4 19 10 16 18 6 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,85974,29446,7768,1835,0,7 12 10 19 9 8 5 4 14 0 1 3 13 16 18 2 15 17 11 6 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,117958,29448,7778,1672,0,13 5 3 15 18 9 4 17 14 1 2 0 6 7 19 16 10 11 8 12 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,115256,29688,7893,1356,0,17 0 7 19 9 12 14 11 13 4 15 5 6 1 8 10 18 3 16 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,103576,29732,7723,1601,0,1 8 15 12 11 0 6 9 4 17 2 16 13 3 5 19 10 7 18 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,98962,29882,7762,1404,0,8 11 19 1 10 2 4 17 6 13 9 0 12 7 16 15 18 3 5 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,119850,29994,7915,1909,0,6 18 13 2 17 3 0 10 5 9 12 8 15 1 4 7 14 11 16 19 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,105052,30206,7735,1934,0,6 2 11 13 10 9 4 8 3 17 16 1 12 19 15 18 5 0 7 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,115770,30320,7735,1647,0,9 16 8 7 3 10 12 0 14 11 4 17 18 2 15 6 19 5 1 13 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,101218,30478,7889,1913,0,8 10 19 9 11 7 6 1 4 17 12 16 13 3 15 5 2 0 18 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,107176,31002,7863,1801,0,12 3 15 7 1 13 10 9 14 18 5 2 19 11 8 16 4 6 17 0 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,126514,31126,7936,2082,0,0 17 12 8 2 3 6 16 15 5 4 1 7 18 14 9 19 11 13 10 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,106066,31158,7755,1781,0,0 2 11 15 19 5 7 16 13 10 3 9 18 1 17 4 14 8 6 12 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,93504,31874,7892,1900,0,11 5 6 13 9 10 7 16 12 8 14 17 3 4 18 0 15 1 19 2 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
simulatedAnnealing,chr20c,100336,32052,7816,1834,0,17 0 10 18 9 8 16 3 19 12 11 4 6 13 5 15 2 7 1 14 	,14142,"12 6 9 2 10 11 3 4 15 18 7 13 16 5 14 17 19 1 8 20 
"
